_id,std_year,region,consumption_amount,industry_major_cate,industry_middle_cate
65e912c3bb908e26c803e01b,2021,광주,5499675.435,여가서비스업,기타레저
65e912c3bb908e26c803e01c,2021,광주,4579536.161,여가서비스업,문화서비스
65e912c3bb908e26c803e01d,2021,광주,196473.5,여행업,여행업
65e912c3bb908e26c803e01e,2021,광주,114649,운송업,육상운송
65e912c3bb908e26c803e01f,2021,광주,463772.99,운송업,렌터카
65e912c3bb908e26c803e020,2021,광주,504110.85,운송업,항공운송
65e912c3bb908e26c803e021,2021,대구,1264586.625,쇼핑업,관광기념품
65e912c3bb908e26c803e022,2021,대구,87155545.533,쇼핑업,레저용품쇼핑
65e912c3bb908e26c803e023,2021,대구,614434874.419,쇼핑업,대형쇼핑몰
65e912c3bb908e26c803e024,2021,대구,9688.93,쇼핑업,면세점
65e912c3bb908e26c803e025,2021,대구,9655670.258,숙박업,호텔
65e912c3bb908e26c803e026,2021,대구,22062280.308,숙박업,기타숙박
65e912c3bb908e26c803e027,2021,대구,20176.25,숙박업,캠핑장/펜션
65e912c3bb908e26c803e028,2021,대구,2732,숙박업,콘도
65e912c3bb908e26c803e029,2021,대구,660237163.882,식음료업,식음료
65e912c3bb908e26c803e02a,2021,대구,3104449.879,여가서비스업,관광유원시설
65e912c3bb908e26c803e02b,2021,대구,36664570.698,여가서비스업,골프장
65e912c3bb908e26c803e02c,2021,대구,15604468.449,여가서비스업,기타레저
65e912c3bb908e26c803e02d,2021,대구,6594493.575,여가서비스업,문화서비스
65e912c3bb908e26c803e02e,2021,대구,438,여가서비스업,스키장
65e912c3bb908e26c803e02f,2021,대구,80525.202,여행업,여행업
65e912c3bb908e26c803e030,2021,대구,537854.5,운송업,항공운송
65e912c3bb908e26c803e031,2021,대구,777869.508,운송업,렌터카
65e912c3bb908e26c803e032,2021,대구,13050,운송업,육상운송
65e912c3bb908e26c803e033,2021,대전,891632.573,쇼핑업,관광기념품
65e912c3bb908e26c803e034,2021,대전,26767863.799,쇼핑업,레저용품쇼핑
65e912c3bb908e26c803e035,2021,대전,322346737.67,쇼핑업,대형쇼핑몰
65e912c3bb908e26c803e036,2021,대전,3970780.637,숙박업,호텔
65e912c3bb908e26c803e037,2021,대전,4642.5,숙박업,캠핑장/펜션
65e912c3bb908e26c803e038,2021,대전,13393230.635,숙박업,기타숙박
